mgrs,date,datetime,ID,cloud_percent
11VPF,2022-03-08,2022-03-08T19:08:02.743000+00:00,S2A_11VPF_20220308_0_L1C,31.3403804234226
12STG,2023-04-05,2023-04-05T18:33:57.088000+00:00,S2B_12STG_20230405_0_L1C,23.2102481411807
12STH,2022-04-20,2022-04-20T18:33:34.938000+00:00,S2B_12STH_20220420_0_L1C,0.0819074920123025
12STJ,2022-04-25,2022-04-25T18:33:30.532000+00:00,S2A_12STJ_20220425_0_L1C,0.216907044104034
12SUE,2022-04-02,2022-04-02T18:24:24.630000+00:00,S2A_12SUE_20220402_0_L1C,0.0
12SUF,2022-01-07,2022-01-07T18:24:04.427000+00:00,S2B_12SUF_20220107_0_L1C,0.0
12SUG,2022-08-10,2022-08-10T18:24:05.774000+00:00,S2A_12SUG_20220810_0_L1C,12.632983964884
12SUH,2023-01-12,2023-01-12T18:23:34.716000+00:00,S2B_12SUH_20230112_0_L1C,24.9361867533557
12SUJ,2022-04-10,2022-04-10T18:33:17.751000+00:00,S2B_12SUJ_20220410_0_L1C,12.131731694447
12SVD,2023-03-28,2023-03-28T18:24:30.862000+00:00,S2A_12SVD_20230328_0_L1C,10.0266798782835
12SVE,2023-08-15,2023-08-15T18:24:24.528000+00:00,S2A_12SVE_20230815_0_L1C,21.3698508236413
12SVF,2022-10-24,2022-10-24T18:24:03.963000+00:00,S2B_12SVF_20221024_0_L1C,0.0
12SVG,2023-06-11,2023-06-11T18:23:55.252000+00:00,S2B_12SVG_20230611_0_L1C,33.1788945623936
12SWD,2023-05-09,2023-05-09T18:14:36.564000+00:00,S2B_12SWD_20230509_0_L1C,0.00671862402579952
12SWE,2021-12-30,2021-12-30T18:14:21.121000+00:00,S2A_12SWE_20211230_1_L1C,10.6625459105975
12SWF,2022-09-26,2022-09-26T18:14:11.995000+00:00,S2A_12SWF_20220926_0_L1C,0.688285705754128
12SWG,2022-09-24,2022-09-24T18:23:46.931000+00:00,S2B_12SWG_20220924_0_L1C,0.0
12SXC,2023-12-02,2023-12-02T18:04:45.926000+00:00,S2B_12SXC_20231202_0_L1C,1.38346800375153
12SXD,2023-11-10,2023-11-10T18:14:29.735000+00:00,S2A_12SXD_20231110_0_L1C,18.7626384783063
12SXE,2023-08-22,2023-08-22T18:14:22.220000+00:00,S2A_12SXE_20230822_0_L1C,24.566454656753
12SYB,2022-05-01,2022-05-01T18:04:54.492000+00:00,S2B_12SYB_20220501_0_L1C,0.0
12SYD,2022-01-16,2022-01-16T18:04:31.845000+00:00,S2A_12SYD_20220116_0_L1C,0.0
12TTK,2023-04-10,2023-04-10T18:33:11.354000+00:00,S2A_12TTK_20230410_0_L1C,0.152676998417391
12TUK,2022-11-21,2022-11-21T18:33:07.354000+00:00,S2A_12TUK_20221121_0_L1C,0.0
12TUL,2022-04-30,2022-04-30T18:32:46.324000+00:00,S2B_12TUL_20220430_0_L1C,7.32458419182418
12TUM,2023-03-06,2023-03-06T18:32:41.648000+00:00,S2B_12TUM_20230306_0_L1C,19.6559765893278
12TUN,2022-04-30,2022-04-30T18:32:17.646000+00:00,S2B_12TUN_20220430_0_L1C,0.0497178177909164
12TUP,2023-04-10,2023-04-10T18:32:09.897000+00:00,S2A_12TUP_20230410_0_L1C,0.0
12TUQ,2022-08-31,2022-08-31T18:41:52.421000+00:00,S2B_12TUQ_20220831_0_L1C,4.36800918658498
12TUR,2023-02-12,2023-02-12T18:41:35.201000+00:00,S2A_12TUR_20230212_0_L1C,0.0
12TUS,2022-10-20,2022-10-20T18:41:22.745000+00:00,S2B_12TUS_20221020_0_L1C,4.81295350712174
12TUT,2023-12-09,2023-12-09T18:41:03.745000+00:00,S2A_12TUT_20231209_0_L1C,17.2424975365045
12TVN,2022-06-16,2022-06-16T18:22:27.314000+00:00,S2B_12TVN_20220616_0_L1C,0.0
12TVP,2023-01-20,2023-01-20T18:32:00.766000+00:00,S2A_12TVP_20230120_0_L1C,15.3468303024874
12TVQ,2023-04-05,2023-04-05T18:31:54.322000+00:00,S2B_12TVQ_20230405_0_L1C,45.7103227925587
12TVR,2022-09-07,2022-09-07T18:31:38.845000+00:00,S2B_12TVR_20220907_0_L1C,23.2438711218609
12TVS,2022-07-19,2022-07-19T18:31:27.525000+00:00,S2B_12TVS_20220719_0_L1C,0.0
12TVT,2023-10-05,2023-10-05T18:41:04.184000+00:00,S2B_12TVT_20231005_0_L1C,41.0332543471778
12TWP,2022-02-26,2022-02-26T18:22:01.430000+00:00,S2B_12TWP_20220226_0_L1C,1.26823733166114
12TWQ,2023-05-02,2023-05-02T18:21:53.175000+00:00,S2B_12TWQ_20230502_0_L1C,5.42918570276807
12TWS,2022-06-21,2022-06-21T18:21:33.900000+00:00,S2A_12TWS_20220621_0_L1C,17.9058357532892
12TWT,2023-10-02,2023-10-02T18:31:05.428000+00:00,S2B_12TWT_20231002_0_L1C,0.888321538415599
12TXS,2023-07-31,2023-07-31T18:21:23.560000+00:00,S2B_12TXS_20230731_0_L1C,0.0
12TXT,2022-04-07,2022-04-07T18:21:00.768000+00:00,S2B_12TXT_20220407_0_L1C,13.2978589984771
12TYR,2023-06-13,2023-06-13T18:11:36.952000+00:00,S2A_12TYR_20230613_0_L1C,9.3439360836803
12UXF,2023-06-14,2023-06-14T18:29:09.953000+00:00,S2B_12UXF_20230614_0_L1C,1.42181014661531
12UXG,2023-07-07,2023-07-07T18:38:53.054000+00:00,S2B_12UXG_20230707_0_L1C,44.849891008988
12UYD,2022-05-05,2022-05-05T18:29:34.672000+00:00,S2A_12UYD_20220505_0_L1C,29.4741903612338
12UYU,2023-09-19,2023-09-19T18:20:49.472000+00:00,S2B_12UYU_20230919_0_L1C,0.019170473886948
12UYV,2022-08-15,2022-08-15T18:20:34.271000+00:00,S2B_12UYV_20220815_0_L1C,0.0
12VVK,2022-08-09,2022-08-09T18:48:22.645000+00:00,S2A_12VVK_20220809_0_L1C,8.49980590641703
12VVL,2023-01-06,2023-01-06T18:47:58.609000+00:00,S2A_12VVL_20230106_0_L1C,1.3889264060547
12VWK,2022-07-27,2022-07-27T18:38:18.432000+00:00,S2A_12VWK_20220727_0_L1C,4.47372942112012
12VWL,2022-11-10,2022-11-10T18:57:52.357000+00:00,S2A_12VWL_20221110_0_L1C,19.836655307838
12VXH,2023-05-28,2023-05-28T18:38:37.822000+00:00,S2B_12VXH_20230528_0_L1C,0.423064289766789
12VXJ,2023-12-29,2023-12-29T18:38:16.265000+00:00,S2A_12VXJ_20231229_0_L1C,0.48738391710711
12VXK,2022-09-23,2022-09-23T18:48:02.254000+00:00,S2B_12VXK_20220923_0_L1C,1.41933140777644
12VXL,2022-04-03,2022-04-03T18:37:47.161000+00:00,S2B_12VXL_20220403_0_L1C,0.142225805488369
13QGG,2022-12-18,2022-12-18T17:37:17.311000+00:00,S2B_13QGG_20221218_0_L1C,18.1290573023978
13RBP,2022-10-08,2022-10-08T18:05:38.803000+00:00,S2B_13RBP_20221008_0_L1C,3.34953410447178
13RBQ,2022-04-06,2022-04-06T18:05:27.394000+00:00,S2A_13RBQ_20220406_0_L1C,0.0
13RCL,2022-06-12,2022-06-12T17:56:35.185000+00:00,S2A_13RCL_20220612_0_L1C,0.186449281853743
13RCM,2023-02-02,2023-02-02T17:56:07.392000+00:00,S2B_13RCM_20230202_0_L1C,0.025291886888232
13RCN,2023-06-12,2023-06-12T17:56:01.472000+00:00,S2B_13RCN_20230612_0_L1C,11.6930932545015
13RCP,2022-07-12,2022-07-12T17:55:54.589000+00:00,S2A_13RCP_20220712_0_L1C,0.897966496461525
13RCQ,2022-07-17,2022-07-17T17:55:32.212000+00:00,S2B_13RCQ_20220717_0_L1C,3.88013974737974
13RDK,2023-03-06,2023-03-06T17:46:36.448000+00:00,S2A_13RDK_20230306_0_L1C,0.0
13RDL,2023-07-29,2023-07-29T17:46:31.382000+00:00,S2B_13RDL_20230729_0_L1C,15.6177345624251
13RDM,2023-06-02,2023-06-02T17:56:10.762000+00:00,S2B_13RDM_20230602_0_L1C,0.143615688379708
13RDN,2023-04-20,2023-04-20T17:45:58.678000+00:00,S2B_13RDN_20230420_0_L1C,0.0
13RDP,2022-12-24,2022-12-24T17:55:37.286000+00:00,S2B_13RDP_20221224_0_L1C,0.0
13RDQ,2022-05-18,2022-05-18T17:55:23.459000+00:00,S2B_13RDQ_20220518_0_L1C,0.0468213443220162
13REJ,2022-09-12,2022-09-12T17:46:53.589000+00:00,S2B_13REJ_20220912_0_L1C,6.56597688793335
13REK,2023-12-06,2023-12-06T17:46:33.797000+00:00,S2B_13REK_20231206_0_L1C,28.9360386992744
13REL,2023-12-21,2023-12-21T17:46:18.705000+00:00,S2A_13REL_20231221_0_L1C,1.69443697930664
13REM,2022-05-05,2022-05-05T17:46:03.607000+00:00,S2B_13REM_20220505_0_L1C,0.0096748185971513
13REN,2022-03-26,2022-03-26T17:45:50.901000+00:00,S2B_13REN_20220326_0_L1C,40.329720206635
13RFH,2023-07-26,2023-07-26T17:37:12.876000+00:00,S2B_13RFH_20230726_0_L1C,1.81378960255606
13RFJ,2022-07-01,2022-07-01T17:36:57.664000+00:00,S2B_13RFJ_20220701_0_L1C,25.0745034134167
13RFK,2022-07-01,2022-07-01T17:36:43.107000+00:00,S2B_13RFK_20220701_0_L1C,29.8733271808363
13RFL,2023-05-22,2023-05-22T17:36:26.271000+00:00,S2A_13RFL_20230522_0_L1C,19.6477417431333
13RFM,2023-08-23,2023-08-23T17:46:10.524000+00:00,S2A_13RFM_20230823_0_L1C,48.8214081292666
13RFN,2023-03-26,2023-03-26T17:45:48.447000+00:00,S2A_13RFN_20230326_0_L1C,0.665800710681119
13RGH,2023-06-26,2023-06-26T17:37:08.639000+00:00,S2B_13RGH_20230626_0_L1C,0.736540356534982
13RGJ,2023-09-04,2023-09-04T17:36:54.252000+00:00,S2B_13RGJ_20230904_0_L1C,2.19051031682045
13RGK,2022-03-13,2022-03-13T17:36:32.983000+00:00,S2B_13RGK_20220313_0_L1C,0.169637791513631
13RGM,2023-01-17,2023-01-17T17:36:02.830000+00:00,S2B_13RGM_20230117_0_L1C,46.4190629759025
13RGN,2022-12-08,2022-12-08T17:35:47.199000+00:00,S2B_13RGN_20221208_0_L1C,24.9856072143092
13RHJ,2022-02-06,2022-02-06T17:36:45.491000+00:00,S2A_13RHJ_20220206_0_L1C,30.7621059785215
13SBR,2022-11-12,2022-11-12T18:05:15.658000+00:00,S2A_13SBR_20221112_0_L1C,0.668667323598794
13SBS,2023-11-12,2023-11-12T18:04:59.112000+00:00,S2B_13SBS_20231112_0_L1C,0.0
13SBT,2022-07-20,2022-07-20T18:04:48.889000+00:00,S2B_13SBT_20220720_0_L1C,4.39830989280062
13SCC,2023-04-01,2023-04-01T18:03:26.988000+00:00,S2A_13SCC_20230401_0_L1C,0.0
13SCR,2022-11-19,2022-11-19T17:55:13.912000+00:00,S2A_13SCR_20221119_0_L1C,22.7650571829556
13SCS,2023-11-14,2023-11-14T17:54:57.211000+00:00,S2A_13SCS_20231114_0_L1C,26.3576212365901
13SCT,2023-02-22,2023-02-22T17:54:43.975000+00:00,S2B_13SCT_20230222_0_L1C,17.5771149489734
13SCU,2022-06-15,2022-06-15T18:04:36.146000+00:00,S2A_13SCU_20220615_0_L1C,0.0
13SDD,2023-01-21,2023-01-21T18:03:05.476000+00:00,S2A_13SDD_20230121_0_L1C,40.8564006091552
13SDS,2023-08-26,2023-08-26T17:55:00.920000+00:00,S2A_13SDS_20230826_0_L1C,4.67207142643853
13SDT,2021-12-29,2021-12-29T17:54:36.157000+00:00,S2B_13SDT_20211229_0_L1C,9.3298
13SDU,2022-01-13,2022-01-13T17:54:27.002000+00:00,S2A_13SDU_20220113_0_L1C,0.1653
13SDV,2023-03-19,2023-03-19T17:54:09.635000+00:00,S2A_13SDV_20230319_0_L1C,6.74499089253188
13SEC,2023-10-10,2023-10-10T17:53:26.213000+00:00,S2B_13SEC_20231010_0_L1C,0.64621218907701
13SEU,2023-11-29,2023-11-29T17:54:19.291000+00:00,S2B_13SEU_20231129_0_L1C,5.28128639254681
13SEV,2022-02-17,2022-02-17T17:54:01.413000+00:00,S2B_13SEV_20220217_0_L1C,2.93302278360059
13SFA,2023-09-27,2023-09-27T17:43:56.745000+00:00,S2B_13SFA_20230927_0_L1C,0.484294536358462
13SFU,2023-05-15,2023-05-15T17:44:23.696000+00:00,S2A_13SFU_20230515_0_L1C,18.0305174833527
13SFV,2022-09-12,2022-09-12T17:44:10.379000+00:00,S2B_13SFV_20220912_0_L1C,0.0
13TDM,2022-02-08,2022-02-08T18:11:10.480000+00:00,S2A_13TDM_20220208_0_L1C,43.4663023679417
13TFG,2023-07-12,2023-07-12T17:52:27.794000+00:00,S2B_13TFG_20230712_0_L1C,1.52026038400669
13TFH,2022-12-09,2022-12-09T17:52:08.967000+00:00,S2A_13TFH_20221209_0_L1C,41.3596404789632
13TFJ,2023-06-17,2023-06-17T17:51:58.002000+00:00,S2A_13TFJ_20230617_0_L1C,33.1008092209382
13TFK,2023-11-12,2023-11-12T18:01:36.344000+00:00,S2B_13TFK_20231112_0_L1C,0.0
13TGH,2023-10-10,2023-10-10T17:52:06.806000+00:00,S2B_13TGH_20231010_0_L1C,0.0
13TGJ,2023-01-08,2023-01-08T17:51:49.205000+00:00,S2A_13TGJ_20230108_0_L1C,22.6592313894114
13TGK,2022-07-17,2022-07-17T17:51:40.962000+00:00,S2B_13TGK_20220717_0_L1C,0.724715578249575
13TGL,2022-11-24,2022-11-24T17:51:20.961000+00:00,S2B_13TGL_20221124_0_L1C,3.10212308519215
13TGM,2022-09-10,2022-09-10T17:51:17.871000+00:00,S2A_13TGM_20220910_0_L1C,0.799396816865239
13UCA,2022-07-29,2022-07-29T18:29:06.214000+00:00,S2B_13UCA_20220729_0_L1C,48.1952282839141
13UCB,2023-07-29,2023-07-29T18:28:52.398000+00:00,S2A_13UCB_20230729_0_L1C,12.5000746513781
13UCR,2022-01-02,2022-01-02T18:20:16.866000+00:00,S2A_13UCR_20220102_0_L1C,1.9793
13UCT,2023-11-18,2023-11-18T18:19:44.927000+00:00,S2B_13UCT_20231118_1_L1C,0.285227033803936
13UCV,2023-04-05,2023-04-05T18:29:18.304000+00:00,S2B_13UCV_20230405_0_L1C,8.54202872585028
13UDA,2022-10-14,2022-10-14T18:18:58.587000+00:00,S2B_13UDA_20221014_0_L1C,3.62653408581922
13UDR,2022-12-03,2022-12-03T18:20:07.835000+00:00,S2B_13UDR_20221203_0_L1C,16.997670688529
13UDS,2023-09-06,2023-09-06T18:10:03.942000+00:00,S2B_13UDS_20230906_0_L1C,42.3106082696682
13UDT,2023-05-19,2023-05-19T18:09:49.951000+00:00,S2B_13UDT_20230519_0_L1C,0.0
13UDU,2023-03-03,2023-03-03T18:19:29.718000+00:00,S2B_13UDU_20230303_0_L1C,5.19848308399773
13UDV,2022-09-14,2022-09-14T18:19:15.664000+00:00,S2B_13UDV_20220914_0_L1C,42.8947714174804
13UES,2022-06-03,2022-06-03T18:09:55.557000+00:00,S2B_13UES_20220603_0_L1C,4.13643285855057
13UET,2023-05-09,2023-05-09T18:09:43.731000+00:00,S2B_13UET_20230509_0_L1C,42.6424796201738
13UEU,2022-12-05,2022-12-05T18:09:27.249000+00:00,S2A_13UEU_20221205_0_L1C,41.0272328227179
13UFS,2022-07-20,2022-07-20T17:59:59.546000+00:00,S2B_13UFS_20220720_0_L1C,1.00415061662038
13UFT,2023-01-31,2023-01-31T17:59:38.563000+00:00,S2A_13UFT_20230131_0_L1C,14.6847912218196
13UGT,2023-02-20,2023-02-20T17:59:34.088000+00:00,S2A_13UGT_20230220_0_L1C,39.3575502403774
13VCC,2022-06-12,2022-06-12T18:38:32.493000+00:00,S2B_13VCC_20220612_0_L1C,39.0375843041487
13VCD,2022-08-11,2022-08-11T18:38:19.590000+00:00,S2B_13VCD_20220811_0_L1C,4.56200543462032
13VDF,2023-10-22,2023-10-22T18:27:47.309000+00:00,S2B_13VDF_20231022_0_L1C,16.6414643614321
14QKL,2022-11-30,2022-11-30T17:27:33.616000+00:00,S2A_14QKL_20221130_0_L1C,0.0
14QKM,2022-03-10,2022-03-10T17:27:17.145000+00:00,S2B_14QKM_20220310_0_L1C,0.0
14QLK,2023-02-28,2023-02-28T17:27:41.993000+00:00,S2A_14QLK_20230228_0_L1C,0.0
14QLL,2023-04-09,2023-04-09T17:27:30.219000+00:00,S2A_14QLL_20230409_0_L1C,48.4814715279644
14QLM,2023-03-20,2023-03-20T17:27:14.121000+00:00,S2A_14QLM_20230320_0_L1C,14.3483531905999
14QMH,2023-07-20,2023-07-20T17:18:20.386000+00:00,S2B_14QMH_20230720_0_L1C,1.10908059362776
14QMJ,2023-07-15,2023-07-15T17:18:04.901000+00:00,S2A_14QMJ_20230715_0_L1C,6.66203828122667
14QMK,2023-05-11,2023-05-11T17:17:48.083000+00:00,S2B_14QMK_20230511_0_L1C,0.060238233344654
14QML,2022-04-16,2022-04-16T17:17:26.908000+00:00,S2B_14QML_20220416_0_L1C,14.4372672481589
14QMM,2023-12-20,2023-12-20T17:27:12.406000+00:00,S2B_14QMM_20231220_0_L1C,33.0805367271453
14QNG,2023-05-01,2023-05-01T17:18:28.145000+00:00,S2B_14QNG_20230501_0_L1C,1.70554510436263
14QPG,2023-12-24,2023-12-24T17:08:28.461000+00:00,S2B_14QPG_20231224_0_L1C,11.7896691602151
14QQD,2023-03-29,2023-03-29T17:09:11.026000+00:00,S2B_14QQD_20230329_0_L1C,18.4297829137926
14QQE,2023-08-31,2023-08-31T17:08:58.204000+00:00,S2A_14QQE_20230831_0_L1C,10.9132252381379
14RKN,2023-05-24,2023-05-24T17:27:09.474000+00:00,S2B_14RKN_20230524_0_L1C,9.83667417292496
14RKS,2022-09-24,2022-09-24T17:36:09.806000+00:00,S2A_14RKS_20220924_0_L1C,1.56472274478187
14RKT,2023-04-27,2023-04-27T17:35:49.973000+00:00,S2B_14RKT_20230427_0_L1C,0.0
14RLN,2023-06-08,2023-06-08T17:27:04.783000+00:00,S2A_14RLN_20230608_0_L1C,9.29149870106602
14RLP,2022-07-08,2022-07-08T17:26:51.592000+00:00,S2B_14RLP_20220708_0_L1C,7.09818149243035
14RNU,2022-11-05,2022-11-05T17:25:25.482000+00:00,S2B_14RNU_20221105_0_L1C,0.0
14SKD,2023-10-07,2023-10-07T17:44:18.434000+00:00,S2B_14SKD_20231007_0_L1C,0.122943376332099
14SLJ,2022-10-02,2022-10-02T17:43:01.010000+00:00,S2B_14SLJ_20221002_0_L1C,24.9399205709337
14SNJ,2023-03-03,2023-03-03T17:32:55.355000+00:00,S2A_14SNJ_20230303_0_L1C,0.0961211143957717
14SPH,2023-10-21,2023-10-21T17:23:14.941000+00:00,S2B_14SPH_20231021_0_L1C,0.0811609782316582
14SPJ,2023-10-16,2023-10-16T17:22:57.762000+00:00,S2A_14SPJ_20231016_0_L1C,0.45510143296423
14TKM,2022-04-20,2022-04-20T17:42:27.367000+00:00,S2A_14TKM_20220420_0_L1C,8.48264327730765
14TLK,2022-05-15,2022-05-15T17:42:47.031000+00:00,S2B_14TLK_20220515_0_L1C,16.0673056824629
14TLL,2023-04-10,2023-04-10T17:42:35.264000+00:00,S2B_14TLL_20230410_0_L1C,0.0
14TLM,2023-12-16,2023-12-16T17:42:18.701000+00:00,S2B_14TLM_20231216_0_L1C,2.91677864373376
14TLN,2023-10-07,2023-10-07T17:42:05.350000+00:00,S2B_14TLN_20231007_0_L1C,0.0441338947116964
14TLP,2023-05-25,2023-05-25T17:41:53.877000+00:00,S2A_14TLP_20230525_0_L1C,3.32864287408417
14TLQ,2023-07-19,2023-07-19T17:41:41.782000+00:00,S2B_14TLQ_20230719_0_L1C,4.52803292136796
14TLR,2023-03-29,2023-03-29T17:51:16.116000+00:00,S2A_14TLR_20230329_0_L1C,46.3329750067186
14TLS,2023-09-30,2023-09-30T17:51:07.550000+00:00,S2B_14TLS_20230930_1_L1C,31.7165832850447
14TMK,2022-01-27,2022-01-27T17:32:47.794000+00:00,S2A_14TMK_20220127_0_L1C,39.6755221191597
14TML,2023-07-01,2023-07-01T17:32:37.780000+00:00,S2A_14TML_20230701_0_L1C,34.4764217155431
14TMM,2022-04-20,2022-04-20T17:42:19.694000+00:00,S2A_14TMM_20220420_0_L1C,3.77138761981546
14TMN,2022-08-23,2022-08-23T17:42:01.390000+00:00,S2B_14TMN_20220823_0_L1C,4.3243751679656
14TMP,2023-06-29,2023-06-29T17:41:51.722000+00:00,S2B_14TMP_20230629_0_L1C,0.0
14TMQ,2022-10-17,2022-10-17T17:41:35.094000+00:00,S2A_14TMQ_20221017_0_L1C,40.5518229866523
14TMS,2023-08-26,2023-08-26T17:51:05.358000+00:00,S2A_14TMS_20230826_0_L1C,0.45124923012044
14TMT,2022-07-04,2022-07-04T17:40:53.987000+00:00,S2B_14TMT_20220704_0_L1C,41.7484908552815
14TNK,2023-03-28,2023-03-28T17:32:47.437000+00:00,S2B_14TNK_20230328_0_L1C,17.4432500223954
